# dr3_source_id	rv	rv_err
805663954096418176	31.444137777837266	0.027319436163150863
805607191808694016	2.34427129437084	0.28568540040724905
805670482446723072	-53.45944791129577	0.22698370474079987
805604679248946432	-23.378457166753005	0.41941050892135046
805279533045141760	-220.94670163611093	0.32963663595058096
805290841698344576	88.34142822197973	0.4293849827910901
805486550468721920	32.71035285291583	0.232636629629484
805486687907680512	-263.89322693028157	5.415873021422262
805546375070528128	6.3111158291883465	0.235058418523391
805549394429772160	-51.72467738234978	0.5423376499864544
805933261426664448	-4.908198097104463	0.28266041088932237
805880931545611648	-33.843680540961195	0.46679509813907144
805877186333616000	-24.734212437719275	1.0298809501495705
805675327169789312	-53.53975996393089	0.0977830912123046
805664641291181568	54.45123472524145	0.12745082506194091
803350169315168768	34.56032986167245	0.04191979279767681
803366485891336320	-45.660847330445804	0.7577232094443495
802614424238072320	-7.745986661866946	0.12449276684662398
802584634344929024	115.92604609684267	0.17394037953614205
803333436122616320	0.8532239525487707	0.033844514311739606
802202313535276800	10.319681355717789	0.02225480337897375
802953245617434240	-46.20889585684397	0.06912059987391599
802957918541815936	18.065437402223463	0.12953653041178578
802975334630268032	-74.79411181660164	0.14442104640900907
803022927166770560	8.96302949906892	0.07362733056043473
803029214998858240	30.8392159913218	0.08627291465442305
803355357635623296	-51.09657820650716	0.165402992428316
803357071322997248	175.30542433022265	0.2230462801232461
803361061352181760	-12.895302481659673	0.06827896072710138
806018031199026048	34.94469892946893	0.044936760506494595
806018301779414528	-33.86397738837954	0.3650671257723568
806027411407474432	-0.03238975363455954	0.029633237228347136
806080394123997696	-0.6601156121028906	0.012091121863241492
806035997044770944	-53.94809340241254	0.8441808919509206
806037891127666304	61.02539211363326	0.04822083558556517
806063351693771264	-19.37429608507756	0.0299651980359067
806043663564174208	18.527535431803706	0.22139157197984483
805855883295857664	-12.754162052461961	0.059845610450195
805835993306047360	-65.56219241424938	0.10434705578712425
805846674885933568	12.987091904670056	0.34821639113803415
805826986755956864	-80.51377521456769	0.15199430702358585
805817713925248384	192.03180649002118	0.2858993568895563
806005794834224256	-56.44787782576066	0.9828551912587219
805447728262099200	3.0980584816731036	0.31679403755723196
805346916789497856	35.76111676945149	0.04941428599721663
805346298314207872	295.17786050627	0.02392525561705705
805156903138527744	4.568832473326505	0.10182912017137974
805234388647740800	-69.05951380674506	0.0401667476561493
805152436372733568	67.978656720457	1.1226762459943134
805148970337640832	-222.63462457490255	0.2901294339074792
805143300980815872	209.55651470529588	0.1215971073171748
805121787486024832	111.54695177194488	0.41829848470355
805314378117288192	102.45140864428903	0.055133394755327615
805314545618157440	-46.465441760003706	1.1159446107525837
805380859912934400	67.16948684178136	0.966337669619584
805357941967476608	2.5893033201253735	0.41133115205059717
805407419990801280	130.58804792703606	0.2650486721617825
805416009925469952	-215.2102240280622	0.21439916098667697
805369697295937536	-3.5668288597560958	0.013513408505306156
805459616731213056	4.313432980933615	0.04139416416822661
804372027937321344	-12.993813351554646	0.02972571161368423
804347456421733376	-131.51605583689118	0.24087248435514216
804291488709655296	-78.69368264834603	0.11098546302611663
804306881872423296	144.12132363817395	0.07707496071952502
804312924884812544	-25.604665863197354	1.1408469050166508
805064307942423168	99.17219441142878	0.6635672581515495
804408414900193280	1.4859553133165817	0.04790603016751786
805071076810829568	-9.894255286363782	0.19640540473289328
805166803042447488	-1.8840535550196411	0.07179388881404647
804416901755530240	-55.25620429243533	0.6533408518843636
804427175317323008	68.88439160663972	0.1260872097699578
804400336059137920	-279.1474582486815	323.5878965332633
829824068550385792	-20.10121249673829	0.2847055176073339
829076130066861568	-106.49678415848715	1.0415753835172854
829832834582161152	-0.6817934035609213	0.0537432534389334
829064688273962624	-224.0514193628618	3.118540896958502
829162407369110656	165.12374517064237	0.7129257874209182
829112104712182016	3.4761642596681197	0.23997986514532132
829105542002158336	-83.263757001241	0.15615640662161928
829060427666433280	-22.02078656283773	0.01660000546387143
828995174221974912	-71.71945255757625	0.6035650439174283
828993804133831808	7.235797299459352	0.06633863072026112
829001427694268288	-3.266710923746276	0.22678441156420376
829054822727842048	-82.92154758774447	0.8028125884519126
829068738421924352	280.9558655766727	1.0340295657255658
829799505635984000	-59.44684379653851	0.9714290732670584
829917050300740096	17.399966273909826	0.028075729339201376
829902516131425920	-86.99812733030016	0.116106735444771
829897224731784576	-11.187033954716739	0.22239722902722786
829895712903298944	-87.16349719262756	0.042708433403634935
829821388490866816	13.057450675135444	0.4733372461873701
829820293277636224	-20.170738963768272	0.23738264906106485
829879220228897536	36.523220364434295	0.1368001127750301
829882720623553152	126.63044477337557	1.4721655114116314
806054207705702784	-41.000899168715705	0.3119019326419986
830087676463204864	184.00409230812946	0.8158505227442885
830091421674737152	13.195951030519142	0.23788318089425456
830143579757648384	-16.88217128000663	0.19801260416255193
830085447377522048	9.168489077398565	0.032831070226672185
830104826269903488	0.11515819113303213	0.08162320290253947
830105715325920256	-598.5455434828899	372.1274161834138
697690812733762560	-60.39515697506039	0.09593768433635443
697701872274039168	-65.91983857774716	0.12173092883487746
793781905593077376	179.234504710361	0.275062092034561
793782390926780288	18.710884347650246	0.11155547761145818
793780226263276672	36.79433572408817	0.5590442600792117
793763626212917888	-27.468670078274748	0.4745619938946996
793770983493704576	-8.124298675224086	0.03407468577146646
793002321786104704	24.33910284894064	0.30072587951520957
793001011819632768	-17.2346789519152	0.054559741965867256
792992353165467520	-60.693926140349944	0.09086270836117487
696908643354086912	132.48846754190745	0.7760604692758661
696904726343869056	6.033765202161954	0.542538769226594
696917168865635712	-93.61225098040022	2.9503096434171674
696923143163717376	162.01597133997817	0.1346323076580221
697672155397694592	22.00469231513997	1.438602735678196
