# GALAH DR3 ID: 131120001102089
# wv, flux
5664.113349914551 1327.281494140625
5664.168009757996 1293.615478515625
5664.22266960144 1288.894775390625
5664.277329444885 1283.547119140625
5664.33198928833 1266.67138671875
5664.386649131775 1246.66943359375
5664.44130897522 1226.1693115234375
5664.495968818665 1214.2437744140625
5664.550628662109 1211.0113525390625
5664.605288505554 1208.9525146484375
5664.659948348999 1233.6690673828125
5664.714608192444 1255.5247802734375
5664.769268035889 1254.6224365234375
5664.8239278793335 1248.1185302734375
5664.878587722778 1241.132080078125
5664.933247566223 1257.73828125
5664.987907409668 1280.710205078125
5665.042567253113 1294.3397216796875
5665.097227096558 1302.8160400390625
5665.151886940002 1305.5921630859375
5665.206546783447 1308.5037841796875
5665.261206626892 1319.3858642578125
5665.315866470337 1314.1357421875
5665.370526313782 1290.6988525390625
5665.425186157227 1273.43359375
5665.479846000671 1277.2978515625
5665.534505844116 1276.7779541015625
5665.589165687561 1266.19189453125
5665.643825531006 1241.024658203125
5665.698485374451 1226.009521484375
5665.7531452178955 1245.6959228515625
5665.80780506134 1268.1461181640625
5665.862464904785 1275.499755859375
5665.91712474823 1279.5570068359375
5665.971784591675 1260.9193115234375
5666.02644443512 1221.2325439453125
5666.081104278564 1180.4005126953125
5666.135764122009 1128.501220703125
5666.190423965454 1080.0986328125
5666.245083808899 1066.2030029296875
5666.299743652344 1102.259765625
5666.354403495789 1165.0521240234375
5666.409063339233 1205.192138671875
5666.463723182678 1212.1104736328125
5666.518383026123 1196.2030029296875
5666.573042869568 1187.6964111328125
5666.627702713013 1194.5650634765625
5666.6823625564575 1212.99853515625
5666.737022399902 1234.47900390625
5666.791682243347 1241.8717041015625
5666.846342086792 1249.5582275390625
5666.901001930237 1260.3818359375
5666.955661773682 1272.991455078125
5667.0103216171265 1275.9937744140625
5667.064981460571 1260.8623046875
5667.119641304016 1268.2891845703125
5667.174301147461 1288.15869140625
5667.228960990906 1277.4879150390625
5667.283620834351 1271.404541015625
5667.338280677795 1306.1956787109375
5667.39294052124 1315.3519287109375
5667.447600364685 1290.456787109375
5667.50226020813 1286.2147216796875
5667.556920051575 1295.3963623046875
5667.6115798950195 1291.2750244140625
5667.666239738464 1269.704345703125
5667.720899581909 1245.4334716796875
5667.775559425354 1253.8990478515625
5667.830219268799 1248.2313232421875
5667.884879112244 1209.0723876953125
5667.9395389556885 1158.3642578125
5667.994198799133 1117.11328125
5668.048858642578 1086.1424560546875
5668.103518486023 1085.9940185546875
5668.158178329468 1110.8228759765625
5668.212838172913 1146.34375
5668.267498016357 1186.310791015625
5668.322157859802 1223.979248046875
5668.376817703247 1241.781494140625
5668.431477546692 1245.883056640625
5668.486137390137 1255.04296875
5668.5407972335815 1273.464599609375
5668.595457077026 1280.8533935546875
5668.650116920471 1259.6436767578125
5668.704776763916 1237.7646484375
5668.759436607361 1229.923828125
5668.814096450806 1249.925048828125
5668.8687562942505 1271.202392578125
5668.923416137695 1271.1827392578125
5668.97807598114 1260.2958984375
5669.032735824585 1241.81298828125
5669.08739566803 1235.6802978515625
5669.142055511475 1251.9833984375
5669.196715354919 1271.61962890625
5669.251375198364 1275.237548828125
5669.306035041809 1272.228515625
5669.360694885254 1296.93798828125
5669.415354728699 1307.91162109375
5669.470014572144 1290.720947265625
5669.524674415588 1287.740478515625
5669.579334259033 1304.8206787109375
5669.633994102478 1299.29296875
5669.688653945923 1292.1982421875
5669.743313789368 1264.326171875
5669.7979736328125 1234.0755615234375
5669.852633476257 1219.24755859375
5669.907293319702 1221.493896484375
5669.961953163147 1238.0721435546875
5670.016613006592 1255.718994140625
5670.071272850037 1261.4990234375
5670.125932693481 1266.782470703125
5670.180592536926 1283.4967041015625
5670.235252380371 1309.302978515625
5670.289912223816 1315.716796875
5670.344572067261 1320.913818359375
5670.399231910706 1309.300048828125
5670.45389175415 1289.318359375
5670.508551597595 1269.79638671875
5670.56321144104 1256.08935546875
5670.617871284485 1257.01513671875
5670.67253112793 1259.368408203125
5670.7271909713745 1257.4656982421875
5670.781850814819 1244.177734375
5670.836510658264 1235.9847412109375
5670.891170501709 1251.5291748046875
5670.945830345154 1273.75244140625
5671.000490188599 1304.0433349609375
5671.0551500320435 1303.345947265625
5671.109809875488 1285.019287109375
5671.164469718933 1280.1365966796875
5671.219129562378 1288.326904296875
5671.273789405823 1278.932861328125
5671.328449249268 1264.834228515625
5671.383109092712 1277.8076171875
5671.437768936157 1299.45654296875
5671.492428779602 1308.0826416015625
5671.547088623047 1298.0655517578125
5671.601748466492 1280.5728759765625
5671.6564083099365 1284.6632080078125
5671.711068153381 1296.974609375
5671.765727996826 1301.3914794921875
5671.820387840271 1294.978515625
5671.875047683716 1285.837158203125
5671.929707527161 1297.4866943359375
5671.9843673706055 1305.427490234375
5672.03902721405 1300.5657958984375
5672.093687057495 1287.4913330078125
5672.14834690094 1287.408447265625
5672.203006744385 1297.1900634765625
5672.25766658783 1277.635498046875
5672.312326431274 1277.34912109375
5672.366986274719 1290.521484375
5672.421646118164 1274.0474853515625
5672.476305961609 1256.8824462890625
5672.530965805054 1272.13330078125
5672.5856256484985 1279.677490234375
5672.640285491943 1277.6134033203125
5672.694945335388 1264.6258544921875
5672.749605178833 1264.6402587890625
5672.804265022278 1277.53271484375
5672.858924865723 1276.0635986328125
5672.9135847091675 1258.7279052734375
5672.968244552612 1255.1072998046875
5673.022904396057 1272.2935791015625
5673.077564239502 1309.1807861328125
5673.132224082947 1326.99658203125
5673.186883926392 1299.5140380859375
5673.241543769836 1261.8973388671875
5673.296203613281 1254.5318603515625
5673.350863456726 1276.9783935546875
5673.405523300171 1290.4581298828125
5673.460183143616 1283.845703125
5673.514842987061 1269.62841796875
5673.569502830505 1262.02099609375
5673.62416267395 1274.8350830078125
5673.678822517395 1248.6068115234375
5673.73348236084 1242.29833984375
5673.788142204285 1264.719970703125
5673.8428020477295 1259.7738037109375
5673.897461891174 1253.5030517578125
5673.952121734619 1273.4515380859375
5674.006781578064 1272.433349609375
5674.061441421509 1275.6248779296875
5674.116101264954 1269.52197265625
5674.170761108398 1250.0787353515625
5674.225420951843 1260.3216552734375
5674.280080795288 1261.9273681640625
5674.334740638733 1240.287353515625
5674.389400482178 1208.594482421875
5674.444060325623 1185.925048828125
5674.498720169067 1183.34521484375
5674.553380012512 1204.302978515625
5674.608039855957 1228.85400390625
5674.662699699402 1233.067138671875
5674.717359542847 1238.7833251953125
5674.7720193862915 1249.2662353515625
5674.826679229736 1247.4561767578125
5674.881339073181 1247.728271484375
5674.935998916626 1267.706298828125
5674.990658760071 1255.3663330078125
5675.045318603516 1243.5748291015625
5675.09997844696 1263.2921142578125
5675.154638290405 1270.4608154296875
5675.20929813385 1253.270263671875
5675.263957977295 1264.3741455078125
5675.31861782074 1274.5087890625
5675.373277664185 1297.8714599609375
5675.427937507629 1303.7191162109375
5675.482597351074 1290.4898681640625
5675.537257194519 1287.7152099609375
5675.591917037964 1275.4202880859375
5675.646576881409 1251.906494140625
5675.7012367248535 1246.3701171875
5675.755896568298 1263.164794921875
5675.810556411743 1273.897705078125
5675.865216255188 1262.415283203125
5675.919876098633 1246.2509765625
5675.974535942078 1245.0498046875
5676.0291957855225 1266.9119873046875
5676.083855628967 1291.8262939453125
5676.138515472412 1289.3438720703125
5676.193175315857 1274.14404296875
5676.247835159302 1285.2742919921875
5676.302495002747 1278.2568359375
5676.357154846191 1261.4637451171875
5676.411814689636 1257.2257080078125
5676.466474533081 1266.39794921875
5676.521134376526 1277.266845703125
5676.575794219971 1291.0194091796875
5676.6304540634155 1288.9971923828125
5676.68511390686 1266.141357421875
5676.739773750305 1239.227294921875
5676.79443359375 1251.2430419921875
5676.849093437195 1274.094482421875
5676.90375328064 1255.0205078125
5676.9584131240845 1232.1517333984375
5677.013072967529 1246.868408203125
5677.067732810974 1274.034423828125
5677.122392654419 1273.1107177734375
5677.177052497864 1270.062255859375
5677.231712341309 1283.7376708984375
5677.286372184753 1287.325927734375
5677.341032028198 1286.0687255859375
5677.395691871643 1263.108154296875
5677.450351715088 1249.5350341796875
5677.505011558533 1239.7979736328125
5677.5596714019775 1244.5162353515625
5677.614331245422 1274.1021728515625
5677.668991088867 1279.7381591796875
5677.723650932312 1270.254638671875
5677.778310775757 1271.9908447265625
5677.832970619202 1287.672607421875
5677.8876304626465 1295.245361328125
5677.942290306091 1265.147705078125
5677.996950149536 1220.97412109375
5678.051609992981 1182.267333984375
5678.106269836426 1181.7833251953125
5678.160929679871 1207.878173828125
5678.215589523315 1230.9552001953125
5678.27024936676 1248.0902099609375
5678.324909210205 1265.0902099609375
5678.37956905365 1271.989501953125
5678.434228897095 1261.4266357421875
5678.48888874054 1255.9898681640625
5678.543548583984 1258.84423828125
5678.598208427429 1259.4910888671875
5678.652868270874 1262.5535888671875
5678.707528114319 1273.787353515625
5678.762187957764 1272.64208984375
5678.8168478012085 1246.525390625
5678.871507644653 1236.52978515625
5678.926167488098 1242.8482666015625
5678.980827331543 1235.5556640625
5679.035487174988 1239.0125732421875
5679.090147018433 1258.54931640625
5679.144806861877 1246.2740478515625
5679.199466705322 1243.0289306640625
5679.254126548767 1257.0347900390625
5679.308786392212 1257.4249267578125
5679.363446235657 1253.7720947265625
5679.418106079102 1257.0859375
5679.472765922546 1225.99658203125
5679.527425765991 1233.12158203125
5679.582085609436 1260.7991943359375
5679.636745452881 1266.2725830078125
5679.691405296326 1282.24365234375
5679.7460651397705 1288.0120849609375
5679.800724983215 1284.19140625
5679.85538482666 1279.39599609375
5679.910044670105 1267.2017822265625
5679.96470451355 1254.7191162109375
5680.019364356995 1247.7335205078125
5680.074024200439 1244.4287109375
5680.128684043884 1243.781494140625
5680.183343887329 1246.266357421875
5680.238003730774 1240.7694091796875
5680.292663574219 1243.932861328125
5680.347323417664 1251.3023681640625
5680.401983261108 1252.6295166015625
5680.456643104553 1267.6943359375
5680.511302947998 1270.8101806640625
5680.565962791443 1265.3892822265625
5680.620622634888 1253.1002197265625
5680.6752824783325 1253.1607666015625
5680.729942321777 1268.297607421875
5680.784602165222 1270.7496337890625
5680.839262008667 1282.2645263671875
5680.893921852112 1278.974853515625
5680.948581695557 1291.143310546875
5681.0032415390015 1290.0213623046875
5681.057901382446 1252.638427734375
5681.112561225891 1215.778076171875
5681.167221069336 1174.989501953125
5681.221880912781 1168.0546875
5681.276540756226 1176.4744873046875
5681.33120059967 1188.9154052734375
5681.385860443115 1198.151611328125
5681.44052028656 1190.374755859375
5681.495180130005 1185.9896240234375
5681.54983997345 1161.413818359375
5681.6044998168945 1129.02880859375
5681.659159660339 1095.146484375
5681.713819503784 1066.6455078125
5681.768479347229 1067.845703125
5681.823139190674 1105.5347900390625
5681.877799034119 1152.146484375
5681.9324588775635 1202.868408203125
5681.987118721008 1235.57666015625
5682.041778564453 1249.5576171875
5682.096438407898 1260.306396484375
5682.151098251343 1262.7525634765625
5682.205758094788 1257.4034423828125
5682.260417938232 1272.448486328125
5682.315077781677 1268.18994140625
5682.369737625122 1278.5411376953125
5682.424397468567 1295.9425048828125
5682.479057312012 1290.367919921875
5682.5337171554565 1279.5108642578125
5682.588376998901 1260.8973388671875
5682.643036842346 1267.802734375
5682.697696685791 1262.252685546875
5682.752356529236 1243.0205078125
5682.807016372681 1249.2420654296875
5682.8616762161255 1271.87646484375
5682.91633605957 1280.65087890625
5682.970995903015 1268.4534912109375
5683.02565574646 1233.681396484375
5683.080315589905 1181.9681396484375
5683.13497543335 1125.1866455078125
5683.189635276794 1079.7763671875
5683.244295120239 1045.0689697265625
5683.298954963684 1008.1168823242188
5683.353614807129 991.8169555664062
5683.408274650574 1023.9557495117188
5683.462934494019 1052.6505126953125
5683.517594337463 1047.7437744140625
5683.572254180908 1054.075927734375
5683.626914024353 1088.8857421875
5683.681573867798 1136.14111328125
5683.736233711243 1187.3082275390625
5683.7908935546875 1246.4947509765625
5683.845553398132 1280.1767578125
5683.900213241577 1270.8238525390625
5683.954873085022 1254.597900390625
5684.009532928467 1242.78369140625
5684.064192771912 1246.435546875
5684.118852615356 1256.4508056640625
5684.173512458801 1260.554931640625
5684.228172302246 1260.3192138671875
5684.282832145691 1263.8536376953125
5684.337491989136 1271.9716796875
5684.392151832581 1282.66357421875
5684.446811676025 1270.62841796875
5684.50147151947 1264.3570556640625
5684.556131362915 1276.81298828125
5684.61079120636 1279.5330810546875
5684.665451049805 1272.1160888671875
5684.7201108932495 1272.88037109375
5684.774770736694 1271.7216796875
5684.829430580139 1256.697998046875
5684.884090423584 1239.992919921875
5684.938750267029 1244.6707763671875
5684.993410110474 1254.204833984375
5685.0480699539185 1242.628173828125
5685.102729797363 1239.5086669921875
5685.157389640808 1238.451416015625
5685.212049484253 1252.2257080078125
5685.266709327698 1268.517822265625
5685.321369171143 1258.6192626953125
5685.376029014587 1232.6536865234375
5685.430688858032 1206.1021728515625
5685.485348701477 1177.845947265625
5685.540008544922 1142.37841796875
5685.594668388367 1125.0413818359375
5685.6493282318115 1135.897705078125
5685.703988075256 1165.9603271484375
5685.758647918701 1196.4710693359375
5685.813307762146 1236.5068359375
5685.867967605591 1266.5350341796875
5685.922627449036 1260.58251953125
5685.9772872924805 1253.2197265625
5686.031947135925 1255.2586669921875
5686.08660697937 1281.0723876953125
5686.141266822815 1308.117919921875
5686.19592666626 1276.749267578125
5686.250586509705 1258.7891845703125
5686.305246353149 1265.6826171875
5686.359906196594 1262.670166015625
5686.414566040039 1251.7703857421875
5686.469225883484 1232.139404296875
5686.523885726929 1208.17138671875
5686.5785455703735 1227.56982421875
5686.633205413818 1229.318359375
5686.687865257263 1239.1898193359375
5686.742525100708 1266.8765869140625
5686.797184944153 1266.5230712890625
5686.851844787598 1248.8861083984375
5686.9065046310425 1235.7825927734375
5686.961164474487 1208.247802734375
5687.015824317932 1185.657958984375
5687.070484161377 1131.9217529296875
5687.125144004822 1064.5743408203125
5687.179803848267 998.4285888671875
5687.234463691711 960.5733032226562
5687.289123535156 959.4339599609375
5687.343783378601 988.7069091796875
5687.398443222046 1027.4298095703125
5687.453103065491 1092.89892578125
5687.507762908936 1161.48681640625
5687.56242275238 1189.8316650390625
5687.617082595825 1188.2822265625
5687.67174243927 1194.3577880859375
5687.726402282715 1205.1904296875
5687.78106212616 1227.0980224609375
5687.8357219696045 1253.7772216796875
5687.890381813049 1272.35107421875
5687.945041656494 1264.2890625
5687.999701499939 1238.932373046875
5688.054361343384 1224.7119140625
5688.109021186829 1227.4881591796875
5688.163681030273 1241.8165283203125
5688.218340873718 1260.977294921875
5688.273000717163 1260.43994140625
5688.327660560608 1242.37646484375
5688.382320404053 1234.8160400390625
5688.436980247498 1234.7454833984375
5688.491640090942 1236.900634765625
5688.546299934387 1215.92578125
5688.600959777832 1214.968017578125
5688.655619621277 1247.908935546875
5688.710279464722 1262.1865234375
5688.7649393081665 1243.5850830078125
5688.819599151611 1226.3724365234375
5688.874258995056 1243.1219482421875
5688.928918838501 1275.9854736328125
5688.983578681946 1281.703857421875
5689.038238525391 1256.133544921875
5689.092898368835 1221.2896728515625
5689.14755821228 1200.6986083984375
5689.202218055725 1196.92626953125
5689.25687789917 1206.2718505859375
5689.311537742615 1190.3673095703125
5689.36619758606 1170.53076171875
5689.420857429504 1152.1192626953125
5689.475517272949 1124.4954833984375
5689.530177116394 1121.75048828125
5689.584836959839 1142.3690185546875
5689.639496803284 1167.25390625
5689.6941566467285 1200.2064208984375
5689.748816490173 1216.3951416015625
5689.803476333618 1211.4835205078125
5689.858136177063 1210.7196044921875
5689.912796020508 1213.997802734375
5689.967455863953 1208.6280517578125
5690.0221157073975 1191.853271484375
5690.076775550842 1196.6177978515625
5690.131435394287 1215.7781982421875
5690.186095237732 1236.5499267578125
5690.240755081177 1263.1455078125
5690.295414924622 1266.58837890625
5690.350074768066 1256.4759521484375
5690.404734611511 1249.2554931640625
5690.459394454956 1233.70751953125
5690.514054298401 1220.8277587890625
5690.568714141846 1199.9398193359375
5690.6233739852905 1180.8673095703125
5690.678033828735 1181.3260498046875
5690.73269367218 1211.1688232421875
5690.787353515625 1246.1180419921875
5690.84201335907 1254.8951416015625
5690.896673202515 1258.8760986328125
5690.9513330459595 1274.575439453125
5691.005992889404 1291.7757568359375
5691.060652732849 1285.5872802734375
5691.115312576294 1265.4168701171875
5691.169972419739 1264.6627197265625
5691.224632263184 1265.6961669921875
5691.279292106628 1254.099609375
5691.333951950073 1248.4781494140625
5691.388611793518 1247.90478515625
5691.443271636963 1244.3560791015625
5691.497931480408 1245.0177001953125
5691.5525913238525 1239.498291015625
5691.607251167297 1257.548583984375
5691.661911010742 1274.1707763671875
5691.716570854187 1275.7513427734375
5691.771230697632 1251.7574462890625
5691.825890541077 1222.64111328125
5691.8805503845215 1214.1087646484375
5691.935210227966 1226.6728515625
5691.989870071411 1225.1240234375
5692.044529914856 1216.6947021484375
5692.099189758301 1212.5203857421875
5692.153849601746 1227.1854248046875
5692.20850944519 1264.1043701171875
5692.263169288635 1264.652099609375
5692.31782913208 1253.849365234375
5692.372488975525 1253.4337158203125
5692.42714881897 1266.838134765625
5692.481808662415 1271.2213134765625
5692.536468505859 1249.4139404296875
5692.591128349304 1221.2451171875
5692.645788192749 1204.420654296875
5692.700448036194 1202.3095703125
5692.755107879639 1186.8031005859375
5692.8097677230835 1191.4556884765625
5692.864427566528 1227.4482421875
5692.919087409973 1254.5458984375
5692.973747253418 1252.699951171875
5693.028407096863 1234.0142822265625
5693.083066940308 1227.61376953125
5693.137726783752 1239.3406982421875
5693.192386627197 1240.378662109375
5693.247046470642 1242.9425048828125
5693.301706314087 1259.79931640625
5693.356366157532 1275.4964599609375
5693.411026000977 1278.230224609375
5693.465685844421 1241.778076171875
5693.520345687866 1221.36767578125
5693.575005531311 1222.670166015625
5693.629665374756 1227.6104736328125
5693.684325218201 1231.0567626953125
5693.7389850616455 1223.5523681640625
5693.79364490509 1216.101806640625
5693.848304748535 1223.958251953125
5693.90296459198 1213.741943359375
5693.957624435425 1202.2022705078125
5694.01228427887 1191.1009521484375
5694.066944122314 1195.6895751953125
5694.121603965759 1216.97265625
5694.176263809204 1235.624267578125
5694.230923652649 1250.2960205078125
5694.285583496094 1266.21826171875
5694.340243339539 1256.1273193359375
5694.394903182983 1241.2298583984375
5694.449563026428 1251.6802978515625
5694.504222869873 1260.03125
5694.558882713318 1254.4127197265625
5694.613542556763 1252.44287109375
5694.6682024002075 1252.4990234375
5694.722862243652 1251.30615234375
5694.777522087097 1249.952392578125
5694.832181930542 1240.30810546875
